,title,roleId,companyName,salary,workType,isPrivateAdvertiser,listingDate,isPremium,isStandOut,suburb,suburbWhereValue,classification.id,classification.description,subClassification.id,subClassification.description,advertiser.id,advertiser.description
233,IT Data Analyst,data-analyst,Anglicare Sydney,,Full time,False,2024-07-03T23:47:18Z,False,True,Baulkham Hills,Baulkham Hills NSW 2153,6281,Information & Communication Technology,6283,Business/Systems Analysts,3689974,Anglicare
234,Data Analyst,data-analyst,,"$65,000 – $70,000 per year",Full time,False,2024-06-17T00:36:15Z,False,True,Brisbane,Brisbane QLD 4000,6281,Information & Communication Technology,6283,Business/Systems Analysts,39371635,The Data School Pty Ltd
235,Reports Analyst,report-analyst,Paxus,,Contract/Temp,False,2024-07-14T08:52:58Z,False,True,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6286,Database Development & Administration,2684,Paxus
236,BI/Data Analyst,Business-Intelligence-Data-Analyst,Medlog Australia Pty Ltd,,Full time,False,2024-07-02T08:05:50Z,False,True,Fremantle,Fremantle WA 6160,6281,Information & Communication Technology,6283,Business/Systems Analysts,39994103,Medlog Australia Pty Ltd
237,Senior Test Analyst - Data & SQL,data-analyst,Halcyon Knights,AUD 62 - 65 per hour,Contract/Temp,False,2024-07-09T01:09:07Z,False,True,Adelaide,Adelaide SA 5000,6281,Information & Communication Technology,6301,Testing & Quality Assurance,22319711,Halcyon Knights Pty Ltd
238,Data Engineer,data-engineer,Scenic Tours,,Full time,False,2024-07-09T01:26:51Z,False,False,Newcastle,Newcastle NSW 2300,6281,Information & Communication Technology,6290,Engineering - Software,27490039,Scenic
239,Senior Business Analyst - Remote,business-analyst,,,Contract/Temp,False,2024-07-09T04:50:30Z,False,True,Adelaide,Adelaide SA 5000,6281,Information & Communication Technology,6283,Business/Systems Analysts,21726949,HAMBS
240,SQL Developer - Data Migration,sql-developer,Talent International,Attractive Daily Rate,Full time,False,2024-07-01T06:17:52Z,False,True,Sydney Olympic Park,Sydney Olympic Park NSW 2127,6281,Information & Communication Technology,6287,Developers/Programmers,23607501,"Talent – Specialists in tech, transformation & beyond"
241,Business Improvement Analyst,business-improvement-analyst,Aurizon,Attractive Remuneration and Benefits on Offer,Full time,False,2024-07-04T07:38:36Z,False,True,Keswick,Keswick SA 5035,6281,Information & Communication Technology,6283,Business/Systems Analysts,22484207,Aurizon
242,BI & Analytics Manager,business-intelligence-and-analytics-manager,The Iconic,,Full time,False,2024-07-15T02:51:30Z,True,True,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6292,Management,27069831,THE ICONIC
243,Business Analyst,business-analyst,VMCH,,Full time,False,2024-07-15T01:59:28Z,True,True,East Melbourne,East Melbourne VIC 3002,6281,Information & Communication Technology,6283,Business/Systems Analysts,13086283,VMCH
244,Data Scientist,data-scientist,Correlate Resources,,Full time,False,2024-07-15T00:21:12Z,False,True,Sydney,Sydney NSW 2000,1223,Science & Technology,6222,"Mathematics, Statistics & Information Sciences",35398774,Correlate Resources
245,Data Engineer - Investment Data Platform,data-engineer,CBUS Super,,Full time,False,2024-07-15T03:07:48Z,False,True,Melbourne,Melbourne VIC 3000,6281,Information & Communication Technology,6290,Engineering - Software,23672507,CBUS Super
246,Data Solutions Lead,solution-lead,BAE Systems,,Full time,False,2024-07-15T02:08:17Z,False,True,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6283,Business/Systems Analysts,517389,BAE Systems
247,Data Engineer - ICT,data-engineer,,$100 – $125 per hour,Contract/Temp,False,2024-07-15T01:26:06Z,False,True,Brisbane,Brisbane QLD 4000,6281,Information & Communication Technology,6286,Database Development & Administration,400746934,Block 5 Consulting Pty Ltd
248,Data Engineer | Not-for-profit | Hybrid,data-engineer,Robert Half,$800.00 - $900.00 p.d. Plus Superannuation,Contract/Temp,False,2024-07-14T23:57:25Z,False,False,Brisbane,Brisbane QLD 4000,6281,Information & Communication Technology,6286,Database Development & Administration,26220238,Robert Half
249,Business Intelligence Support Officer,intelligence-support-officer,Autoleague,,Full time,False,2024-07-15T02:40:41Z,False,False,Perth,Perth WA 6000,6281,Information & Communication Technology,6283,Business/Systems Analysts,60063389,Autoleague
250,BI & Analytics Manager,business-intelligence-and-analytics-manager,The Iconic,,Full time,False,2024-07-15T02:51:30Z,False,True,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6292,Management,27069831,THE ICONIC
251,Power BI Consultant,power-bi-consultant,Emanate Technology,AUD 140000 - 155000 per annum,Full time,False,2024-07-15T00:23:06Z,False,False,Melbourne,Melbourne VIC 3000,6281,Information & Communication Technology,6285,Consultants,56062757,Emanate Technology Pty Ltd
252,Data Engineer,data-engineer,Compas,,Contract/Temp,False,2024-07-15T00:52:04Z,False,True,Canberra,Canberra ACT 2600,6281,Information & Communication Technology,6286,Database Development & Administration,31127394,Compas Pty Ltd
253,Data Solutions Lead,solution-lead,BAE Systems,,Full time,False,2024-07-15T01:56:30Z,False,True,Melbourne,Melbourne VIC 3000,6281,Information & Communication Technology,6283,Business/Systems Analysts,517389,BAE Systems
254,Senior Data Engineer,data-engineer,Robert Half,"$120,000 - $150,000 p.a. Plus Superannuation",Full time,False,2024-07-15T00:41:25Z,False,False,Murarrie,Murarrie QLD 4172,6281,Information & Communication Technology,6286,Database Development & Administration,26220238,Robert Half
255,Data Analyst,data-analyst,Hays Recruitment,Up to $111k + Superannuation + Salary Sacrifice,Full time,False,2024-07-12T06:00:21Z,False,True,South Brisbane,South Brisbane QLD 4101,6281,Information & Communication Technology,6286,Database Development & Administration,29308243,Hays | Technology
256,Senior Data Analyst,data-analyst,Origin Energy,,Full time,False,2024-07-12T04:55:19Z,False,True,Barangaroo,Barangaroo NSW 2000,6281,Information & Communication Technology,6283,Business/Systems Analysts,21994134,Origin
257,ASO5 Data Analyst,data-analyst,,"$84,522 – $94,003 per year",Full time,False,2024-07-10T00:29:28Z,False,True,Adelaide,Adelaide SA 5000,6281,Information & Communication Technology,6286,Database Development & Administration,43592994,Education Standards Board
258,Web and Data Officer,data-officer,City of Port Adelaide Enfield,,Full time,False,2024-07-12T01:06:09Z,False,True,Port Adelaide,Port Adelaide SA 5015,6281,Information & Communication Technology,6293,Networks & Systems Administration,25392825,City of Port Adelaide Enfield
259,EL2 Director Data Operations and Products,director,Comcare,"$149,044 - $169,128 plus 15.4% Superannuation",Full time,False,2024-07-14T23:17:43Z,False,True,Launceston,Launceston TAS 7250,1210,Government & Defence,1409,Government - Federal,20885930,Comcare
260,Data Science & Insights Graduate,,Stockland,"$74,465 (incl. superannuation)",Full time,False,2024-07-15T00:06:42Z,False,True,Sydney,Sydney NSW 2000,6008,Marketing & Communications,6014,Market Research & Analysis,22458282,Stockland
261,Business Analyst,business-analyst,VMCH,,Full time,False,2024-07-15T01:59:28Z,False,True,East Melbourne,East Melbourne VIC 3002,6281,Information & Communication Technology,6283,Business/Systems Analysts,13086283,VMCH
262,Data Admin Officer,Data-Administration-Officer,GRDC,"$91,965 – $111,369 per year",Full time,False,2024-07-15T00:15:13Z,False,True,Canberra,Canberra ACT 2600,6281,Information & Communication Technology,6286,Database Development & Administration,32555499,GRDC
263,Senior Data Strategist,strategist,Karlka Recruiting Group,$700.00 per day excluding super,Contract/Temp,False,2024-07-14T23:10:20Z,False,True,Parramatta,Parramatta NSW 2150,6281,Information & Communication Technology,6286,Database Development & Administration,34080570,Karlka Recruiting Group
264,EHR Applications Clinical Analyst,clinical-analyst,Peninsula Health,,Part time,False,2024-07-11T06:35:22Z,True,True,Frankston,Frankston VIC 3199,6281,Information & Communication Technology,6286,Database Development & Administration,62449008,Peninsula Health
265,Database Geologist - Cowal,Database-Geologist,Evolution Mining,,Full time,False,2024-07-12T06:35:23Z,True,True,Sydney,Sydney NSW 2000,6058,"Mining, Resources & Energy",6064,Mining - Exploration & Geoscience,45432577,Evolution Mining
266,Data Engineer,data-engineer,Verse Group,,Contract/Temp,False,2024-07-08T06:08:53Z,False,True,Perth,Perth WA 6000,6281,Information & Communication Technology,6286,Database Development & Administration,29699327,Verse Group
267,Senior Data Engineer (NetSuite) - Contract,data-engineer,Xenith Consulting,,Contract/Temp,False,2024-07-12T00:30:13Z,False,True,Brisbane,Brisbane QLD 4000,6281,Information & Communication Technology,6282,Architects,24068674,Xenith Consulting
268,Technical Business Analyst,technical-business-analyst,IBC Recruitment,Up to $1000 per day incl. super,Contract/Temp,False,2024-06-25T06:18:34Z,False,True,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6283,Business/Systems Analysts,40844720,IBC Recruitment
269,EL 1 Data and Analytics Project Manager,project-manager,Comcare,"$119,133 - $141,953 + Super, Part-time avaliable",Full time,False,2024-07-02T23:58:07Z,False,True,Canberra,Canberra ACT 2600,1210,Government & Defence,1409,Government - Federal,20885930,Comcare
270,Commercial Analyst,commercial-analyst,SCF Group,,Full time,False,2024-06-21T06:50:44Z,False,True,Marleston,Marleston SA 5033,1200,Accounting,6143,Analysis & Reporting,27326989,SCF Group
271,Senior Data Analyst,data-analyst,Virtus Health,,Full time,False,2024-07-01T05:14:52Z,False,True,East Melbourne,East Melbourne VIC 3002,6281,Information & Communication Technology,6283,Business/Systems Analysts,37542192,Virtus Health
272,Product Manager - Data,product-manager,The Iconic,,Full time,False,2024-07-15T03:06:59Z,False,True,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6294,Product Management & Development,27069831,THE ICONIC
273,Support Analyst,support-analyst,Comunet,,Full time,False,2024-06-19T01:53:31Z,False,False,Adelaide,Adelaide SA 5000,6281,Information & Communication Technology,6291,Help Desk & IT Support,28524921,Comunet
274,Senior Data and Insight Analyst,insights-analyst,Silver Chain,,Full time,False,2024-06-25T02:46:29Z,False,True,Perth,Perth WA 6000,6281,Information & Communication Technology,6283,Business/Systems Analysts,1871181,Silverchain
275,Data Engineer/Analyst,data-engineer,Integral Technology Solutions,,Contract/Temp,False,2024-06-28T01:04:17Z,False,True,Brisbane,Brisbane QLD 4000,6281,Information & Communication Technology,6290,Engineering - Software,32224999,Integral Technology Solutions Pty Ltd
276,CRM Administrator and Data Analyst,crm-administrator,,,Full time,False,2024-07-10T00:23:23Z,False,False,South Brisbane,South Brisbane QLD 4101,6281,Information & Communication Technology,6286,Database Development & Administration,61573033,Australian Labor Party (State of Queensland)
277,Data Engineer,data-engineer,Telstra Health,,Contract/Temp,False,2024-06-18T05:30:13Z,False,True,Melbourne,Melbourne VIC 3000,6281,Information & Communication Technology,6286,Database Development & Administration,30506438,Telstra Health
278,Data & Analytics Manager,data-analytics-manager,SunWater,"$156,360.29 + 12.5% Super + 17.5% Leave Loading",Full time,False,2024-07-09T23:09:33Z,False,True,Brisbane,Brisbane QLD 4000,6281,Information & Communication Technology,6292,Management,9705320,Sunwater
279,Business Systems Analyst,business-systems-analyst,,,Full time,False,2024-07-14T09:38:34Z,False,True,Belmont,Belmont WA 6104,6281,Information & Communication Technology,6283,Business/Systems Analysts,25327552,REDiMED
280,Senior Data Engineer,data-engineer,iSelect,,Full time,False,2024-07-08T01:59:16Z,False,True,Melbourne,Melbourne VIC 3000,6281,Information & Communication Technology,6290,Engineering - Software,13200151,iSelect Ltd
281,Data Scientist,data-scientist,BGL Corporate Solutions,"$110,000 – $130,000 Package",Full time,False,2024-07-09T23:41:16Z,False,False,Brighton East,Brighton East VIC 3187,1223,Science & Technology,6222,"Mathematics, Statistics & Information Sciences",11839634,BGL Corporate Solutions Pty Ltd
282,Data & Insights Project Manager,project-manager,Myhealth,,Full time,False,2024-07-02T02:09:13Z,False,True,Macarthur Square,Macarthur Square NSW 2560,6281,Information & Communication Technology,6283,Business/Systems Analysts,33873374,Myhealth
283,Data Analyst Tableau,data-analyst,RSL Queensland,,Full time,False,2024-06-20T06:37:19Z,False,True,Brisbane,Brisbane QLD 4000,6281,Information & Communication Technology,6283,Business/Systems Analysts,22081402,RSL Queensland
284,Senior Analyst Planning and Reporting,planning-analyst,SA Power Networks,,Full time,False,2024-07-11T04:01:58Z,False,True,Adelaide,Adelaide SA 5000,1200,Accounting,6157,Management Accounting & Budgeting,22413833,SA Power Networks
285,Senior Data Engineer,data-engineer,SelfWealth,,Full time,False,2024-07-12T07:19:15Z,False,False,Melbourne,Melbourne VIC 3000,6281,Information & Communication Technology,6287,Developers/Programmers,39999289,SelfWealth
286,Senior Technical Analyst - Enterprise Program,technical-analyst,Gippsland Water,,Contract/Temp,False,2024-07-08T03:03:33Z,True,True,Traralgon,Traralgon VIC 3844,6281,Information & Communication Technology,6283,Business/Systems Analysts,20914582,Gippsland Water
287,Reception / Data Entry,data-entry,Construction Chemicals,,Full time,False,2024-07-11T23:18:23Z,True,True,Wingfield,Wingfield SA 5013,6251,Administration & Office Support,6258,Receptionists,39006669,Construction Chemicals
288,Senior Business Analyst,business-analyst,Robert Half,$120k - $130k p.a. + superannuation,Full time,False,2024-07-15T01:57:36Z,False,False,Balcatta,Balcatta WA 6021,6281,Information & Communication Technology,6283,Business/Systems Analysts,23701974,Robert Half
289,Data Engineer,data-engineer,Halcyon Knights,,Contract/Temp,False,2024-07-12T07:35:13Z,False,True,Canberra,Canberra ACT 2600,6281,Information & Communication Technology,6286,Database Development & Administration,22319711,Halcyon Knights Pty Ltd
290,Senior Developer,developer,Adelaide Primary Health Network,"$95,000 - $115,000 + salary packaging",Full time,False,2024-07-01T01:50:17Z,False,True,Mile End,Mile End SA 5031,6281,Information & Communication Technology,6287,Developers/Programmers,30621091,Adelaide Primary Health Network Limited
291,Senior Business Analyst (Data),business-analyst,Profusion Group,"$155,000 + Super + Bonus",Full time,False,2024-07-12T08:06:53Z,False,False,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6283,Business/Systems Analysts,20291172,Profusion PAC Pty Ltd
292,Data and Insights Analyst Industry Fund,insights-analyst,BUSSQ Building Super,,Full time,False,2024-07-12T03:17:39Z,False,False,Milton,Milton QLD 4064,1203,Banking & Financial Services,6175,Analysis & Reporting,25668939,BUSSQ Building Super
293,Graduate/Junior consultant | Data analytics/governance,data-analytics-consultant,Billigence,,Full time,False,2024-06-25T04:41:42Z,False,False,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6285,Consultants,26180752,Billigence
294,Data Migration SQL Developer,sql-developer,Michael Page,Top Daily Salary Rate Plus Superannuation,Contract/Temp,False,2024-07-01T23:53:52Z,False,False,Parramatta,Parramatta NSW 2150,1210,Government & Defence,1411,Government - State,23706242,Michael Page
295,Data Analytics Infrastructure Engineer,infrastructure-engineer,The Argyle Network,,Full time,False,2024-07-08T05:37:05Z,False,True,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6287,Developers/Programmers,37746021,The Argyle Network
296,Data Platform Manager,platform-manager,Sirius People,AUD 170000 - 180000 per annum,Full time,False,2024-07-05T04:02:05Z,False,False,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6288,Engineering - Hardware,62540014,Sirius Technology
297,Data Scientist,data-scientist,Compare the Market,,Full time,False,2024-07-09T00:19:27Z,False,True,Toowong,Toowong QLD 4066,1223,Science & Technology,6222,"Mathematics, Statistics & Information Sciences",31118541,Compare the Market
298,"Business Analysts (Data Models, AI, Emerging Technologies)",business-analyst,Resolve Recruit,AUD 110 - 130 per hour,Contract/Temp,False,2024-06-21T00:14:11Z,False,True,Canberra,Canberra ACT 2600,6281,Information & Communication Technology,6283,Business/Systems Analysts,62302661,Resolve Recruit
299,Graduate Data Scientist | Artificial Intelligence,data-scientist,PwC,,Full time,False,2024-07-10T01:56:13Z,False,True,Melbourne,Melbourne VIC 3000,1223,Science & Technology,6222,"Mathematics, Statistics & Information Sciences",2798,PwC
300,Data Scientist - Applied Mathematics / Stats,data-scientist,Talent Insights Group,$130K - $160K Including Super & Bonus,Full time,False,2024-07-12T06:03:30Z,False,True,Sydney,Sydney NSW 2000,1223,Science & Technology,6222,"Mathematics, Statistics & Information Sciences",37079664,Talent Insights Group Pty Ltd
301,Business Analyst,business-analyst,Centacare,,Full time,False,2024-07-14T23:30:21Z,False,True,Brisbane,Brisbane QLD 4000,1200,Accounting,6143,Analysis & Reporting,45944307,Centacare
302,ICT Business & Systems Analyst,business-systems-analyst,Minelab Electronics,From 100000 to 120000 AUD per year,Full time,False,2024-06-24T05:25:37Z,False,True,Mawson Lakes,Mawson Lakes SA 5095,6281,Information & Communication Technology,6283,Business/Systems Analysts,21558035,Minelab Electronics
303,Product Insights Analyst,insights-analyst,EstimateOne,,Full time,False,2024-07-12T06:03:20Z,False,True,Melbourne,Melbourne VIC 3000,6281,Information & Communication Technology,6283,Business/Systems Analysts,28729786,EstimateOne
304,"Multiple Data Scientists - Python, Machine Learning, Geospatial",data-scientist,HiTech Personnel,Rewarding hourly rate $$$,Full time,False,2024-06-26T02:48:42Z,False,True,Melbourne,Melbourne VIC 3000,1223,Science & Technology,6222,"Mathematics, Statistics & Information Sciences",2974,HiTech Personnel
305,Power BI Data Engineer Lead,data-engineer,Multigate Medical Products,,Full time,False,2024-06-30T23:22:05Z,False,True,Villawood,Villawood NSW 2163,6281,Information & Communication Technology,6286,Database Development & Administration,33823376,Multigate
306,Data Analytics Administrator,administration-officer,Sydney Children's Hospitals Foundation,"$80,000 – $100,000 per year",Full time,False,2024-07-11T04:29:11Z,False,False,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6283,Business/Systems Analysts,21472040,Sydney Children's Hospitals Foundation
307,Data Modeller,data-modeller,M&T Resources,,Contract/Temp,False,2024-07-08T23:09:53Z,False,True,Melbourne,Melbourne VIC 3000,6281,Information & Communication Technology,6286,Database Development & Administration,29872850,M&T Resources
308,Clinical Trials - Data Entry Specialist,data-entry-specialist,Chris O'Brien Lifehouse,,Full time,False,2024-07-12T05:29:28Z,True,True,Camperdown,Camperdown NSW 2050,6251,Administration & Office Support,6252,Administrative Assistants,25549593,Chris O'Brien Lifehouse
309,Principal Remote Sensing Officer,Remote-Sensing-Officer,"NT Department of Environment, Parks and Water Security","$147,587 – $164,681",Full time,False,2024-07-15T00:29:45Z,True,True,Brisbane,Brisbane QLD 4000,1223,Science & Technology,6218,"Environmental, Earth & Geosciences",40300991,"Department of Environment, Parks and Water Security"
310,Maintenance data analyst,data-analyst,,,Full time,False,2024-07-09T03:35:51Z,False,False,Perth,Perth WA 6000,1209,Engineering,6032,Maintenance,61586238,Ox Mountain Limited
311,Business Intelligence Analyst,business-intelligence-analyst,Ampersand Ltd,$120/ hour + superannuation,Contract/Temp,False,2024-07-04T06:36:35Z,False,False,Canberra,Canberra ACT 2600,6281,Information & Communication Technology,6283,Business/Systems Analysts,23791286,Ampersand
312,Senior Data Analyst ,data-analyst,Experis,Negotiable day rate,Full time,False,2024-06-20T05:20:22Z,False,True,Darlinghurst,Darlinghurst NSW 2010,6281,Information & Communication Technology,6303,Other,41900326,Experis AU
313,Business Data and Pricing Analyst,pricing-analyst,SIXT Australia,,Full time,False,2024-06-26T08:03:58Z,False,True,Coburg,Coburg VIC 3058,6281,Information & Communication Technology,6283,Business/Systems Analysts,14103689,Lawrence Vic Pty Ltd t/a SIXT Australia – Vic & SA
314,Data Insights and Evaluation Officer,evaluation-officer,Office of Sport NSW,"$106,025 - $117,363",Full time,False,2024-07-05T05:05:20Z,False,True,Sydney Olympic Park,Sydney Olympic Park NSW 2127,1210,Government & Defence,1411,Government - State,31992881,Office of Sport
315,Data & Analytics Manager,data-analytics-manager,Talent International,Up to $170K Including Super,Full time,False,2024-07-03T04:34:12Z,False,True,Fortitude Valley,Fortitude Valley QLD 4006,6281,Information & Communication Technology,6292,Management,23607467,"Talent – Specialists in tech, transformation & beyond"
316,Data Scientist,data-scientist,Reason Group,,Contract/Temp,False,2024-06-25T03:00:52Z,False,True,Melbourne,Melbourne VIC 3000,6281,Information & Communication Technology,6286,Database Development & Administration,45819774,Reason Group
317,Senior Data Scientist,data-scientist,Gallagher Bassett,,Full time,False,2024-07-01T19:33:31Z,False,True,Brisbane,Brisbane QLD 4000,1223,Science & Technology,6222,"Mathematics, Statistics & Information Sciences",855095,Gallagher Bassett
318,Data Engineer,data-engineer,StraightUp,Up to $950 per day,Contract/Temp,False,2024-06-28T07:39:54Z,False,True,Melbourne,Melbourne VIC 3000,6281,Information & Communication Technology,6286,Database Development & Administration,45915424,StraightUp
319,Information Analyst,information-analyst,ASIC,,Full time,False,2024-07-11T06:25:51Z,False,True,Sydney,Sydney NSW 2000,1210,Government & Defence,1409,Government - Federal,24680132,ASIC
320,Lead Data Engineer,data-engineer,BaptistCare NSW & ACT,Attractive Salary + NFP Salary Packaging,Full time,False,2024-06-24T00:02:21Z,False,True,Norwest,Norwest NSW 2153,6281,Information & Communication Technology,6290,Engineering - Software,2163436,BaptistCare
321,Data Analyst,data-analyst,Peoplebank,,Contract/Temp,False,2024-07-05T07:58:09Z,False,True,Mascot,Mascot NSW 2020,6281,Information & Communication Technology,6289,Engineering - Network,28935911,Peoplebank Australia NSW
322,Data Strategist,strategist,TrooCoo,1000 - 1030 + Super per day,Contract/Temp,False,2024-07-09T04:00:28Z,False,True,Brisbane,Brisbane QLD 4000,6281,Information & Communication Technology,6282,Architects,36983305,Troocoo
323,Senior Data Analyst,data-analyst,,$0 - $0,Full time,False,2024-07-03T00:33:16Z,False,True,Sydney,Sydney NSW 2000,6076,Consulting & Strategy,6077,Analysts,61860151,The Cabinet Office
324,Earth Observation Data Scientist,data-scientist,Effective People,$120 - $140/h incl. super,Contract/Temp,False,2024-06-26T03:32:54Z,False,True,Symonston,Symonston ACT 2609,1223,Science & Technology,6222,"Mathematics, Statistics & Information Sciences",36422607,Effective People
325,Inventory  Specialist,inventory-specialist,Haircare Group,,Full time,False,2024-06-27T03:48:48Z,False,True,Adelaide,Adelaide SA 5000,6092,"Manufacturing, Transport & Logistics",6109,"Purchasing, Procurement & Inventory",21964983,Haircare Group
326,Identity Management Data Engineers,data-engineer,Recruitment Hive,$120 - $140 p.h. + Transparent fees,Contract/Temp,False,2024-07-04T06:42:33Z,False,True,Canberra,Canberra ACT 2600,6281,Information & Communication Technology,6303,Other,401135233,Recruitment Hive
327,Power BI developer / SQL Developer,power-bi-developer,,,Full time,False,2024-06-17T07:38:58Z,False,True,Perth,Perth WA 6000,6281,Information & Communication Technology,6287,Developers/Programmers,61617936,Ramesys Global Pty Ltd
328,Technical Business Analyst,technical-business-analyst,Talent Insights Group,,Contract/Temp,False,2024-06-28T03:42:32Z,False,True,Melbourne,Melbourne VIC 3000,6281,Information & Communication Technology,6283,Business/Systems Analysts,37079664,Talent Insights Group Pty Ltd
329,Data Practice Engineer,engineer,V/Line,Free Myki travel,Contract/Temp,False,2024-06-21T00:08:33Z,False,True,Melbourne,Melbourne VIC 3000,6281,Information & Communication Technology,6286,Database Development & Administration,14451688,V/Line Corporation
330,Business Analyst - Cyber Security,Cyber-Security-Business-Analyst,ASIC,"$118,925 - $139,100 + 15.4% Super + excellent bens",Contract/Temp,False,2024-07-12T02:28:35Z,True,True,Melbourne,Melbourne VIC 3000,6281,Information & Communication Technology,6283,Business/Systems Analysts,24680132,ASIC
331,Logistics Analyst,logistics-analyst,Nufarm,Attractive Salary + Shareplan + Incentive| Huge Gr,Full time,False,2024-07-08T23:29:21Z,True,True,Laverton North,Laverton North VIC 3026,6092,"Manufacturing, Transport & Logistics",6095,Analysis & Reporting,32342553,NUFARM
332,Graduate Analyst,analyst,,$45 – $60 per hour,Casual/Vacation,False,2024-07-10T07:26:24Z,False,True,Springfield,Springfield QLD 4300,1200,Accounting,6143,Analysis & Reporting,62557842,BLW Marine Management Pty Ltd
333,SQL developer,sql-developer,TheDriveGroup,,Contract/Temp,False,2024-07-03T05:23:07Z,False,False,,,6281,Information & Communication Technology,6286,Database Development & Administration,34276930,TheDriveGroup
334,Senior Data Analyst - Credit Risk,credit-risk-analyst,Randstad,"Above market salary, hybrid work culture",Full time,False,2024-07-11T00:23:44Z,False,False,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6283,Business/Systems Analysts,26537413,Randstad Digital
335,Data Scientist with Python and baseline clearance,data-scientist,Private Advertiser,,Full time,True,2024-06-30T23:01:51Z,False,False,Canberra,Canberra ACT 2600,6281,Information & Communication Technology,6287,Developers/Programmers,,Private Advertiser
336,Data Analyst - WFH - No Experience Required,data-analyst,,"$2,030 per month part time",Part time,False,2024-06-24T11:21:28Z,False,True,Melbourne,Melbourne VIC 3000,6281,Information & Communication Technology,6286,Database Development & Administration,61910210,Peroptyx
337,Data Engineer,data-engineer,Virgin Australia,,Full time,False,2024-07-05T04:01:48Z,False,True,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6290,Engineering - Software,4333307,Virgin Australia
338,Data Analyst ,data-analyst,First People Recruitment Solutions,,Contract/Temp,False,2024-06-19T02:27:06Z,False,True,Canberra,Canberra ACT 2600,1210,Government & Defence,1409,Government - Federal,46648913,First People Recruitment Solutions
339,Senior (Data) Business Analyst - Financial Crime,financial-crime-analyst,Talenza,$900 - $950 p.d. + plus super,Contract/Temp,False,2024-06-26T23:18:30Z,False,False,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6283,Business/Systems Analysts,37849505,Talenza
340,Senior Analyst - Finance Systems & Data,financial-analyst,Lawson Elliott Recruitment,$120k - $140k + Super + Bonus,Full time,False,2024-07-12T09:01:58Z,False,False,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6283,Business/Systems Analysts,25622933,Lawson Elliott Recruitment
341,BI Developer,business-intelligence-developer,Paspaley Pearls,Attractive Salary,Full time,False,2024-07-05T03:29:51Z,False,True,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6287,Developers/Programmers,11317987,Paspaley Pearling Co Pty Ltd
342,Data Engineer,data-engineer,,"$140,000-$160,000 plus super",Full time,False,2024-06-17T10:16:38Z,False,True,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6290,Engineering - Software,61634845,Nuage Technology Group
343,Business Analyst - Data Modelling and Analysis,business-analyst,Recruitment Hive,$115 - $125 p.h. + Transparent Fee Structure,Contract/Temp,False,2024-06-20T06:30:53Z,False,True,Canberra,Canberra ACT 2600,6281,Information & Communication Technology,6283,Business/Systems Analysts,401135233,Recruitment Hive
344,Technical Business Analyst - System Data Integration - Student Management APIs,technical-business-analyst,Infinity Pro,$850 to $947 p/d - WFH Hybrid - NSW Candidates,Contract/Temp,False,2024-06-25T07:54:36Z,False,False,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6283,Business/Systems Analysts,25010229,Infinity Pro
345,"Data Engineer - Azure, ADF, SSIS",data-engineer,FourQuarters Recruitment,$900pd,Contract/Temp,False,2024-06-25T22:27:20Z,False,False,Sydney,Sydney NSW 2000,6281,Information & Communication Technology,6303,Other,26475017,FourQuarters Recruitment
346,Data Engineer,data-engineer,TechnologyOne,Competitive Remuneration & Benefits,Full time,False,2024-07-09T06:38:42Z,False,True,Brisbane,Brisbane QLD 4000,6281,Information & Communication Technology,6286,Database Development & Administration,61731004,Technology One Limited
347,"Data Architect,",data-architect,TrooCoo,,Full time,False,2024-06-17T05:06:23Z,False,True,Brisbane,Brisbane QLD 4000,6281,Information & Communication Technology,6282,Architects,36983305,Troocoo
348,Analytics Engineer,Analytics-Engineer,New Aim,,Full time,False,2024-07-12T06:54:47Z,False,True,Hawthorn East,Hawthorn East VIC 3123,6281,Information & Communication Technology,6290,Engineering - Software,22643929,New Aim Pty Ltd
349,Power BI Developer,power-bi-developer,Experis,,Contract/Temp,False,2024-07-05T02:23:32Z,False,True,Canberra,Canberra ACT 2600,6281,Information & Communication Technology,6285,Consultants,41900326,Experis AU
350,Identity Management Data Engineer,data-engineer,Infinite Consulting,AUD 135 - 145 per hour,Contract/Temp,False,2024-07-04T07:16:05Z,False,True,Canberra,Canberra ACT 2600,6281,Information & Communication Technology,6290,Engineering - Software,28295133,Infinite Consulting Pty Ltd
