,type,label,alias
23827,Referenceable Experience,Microsoft Azure,enterprise-architect
23828,Referenceable Experience,Cloud Architecture,enterprise-architect
23829,Referenceable Experience,Computer Science,enterprise-architect
23830,Referenceable Experience,Architectural Design,enterprise-architect
23831,Referenceable Experience,AWS,enterprise-architect
23832,Observable Attributes,Strategic Thinking,enterprise-architect
23833,Referenceable Experience,Microsoft Products,enterprise-architect
23834,Observable Attributes,Communication Skills,enterprise-architect
23835,Referenceable Experience,SAP Software,enterprise-architect
23836,Observable Attributes,Problem Solving,enterprise-architect
23837,Referenceable Experience,Solutions Architecture,solutions-architect
23838,Referenceable Experience,the Open Group Architecture Framework,solutions-architect
23839,Referenceable Experience,Microsoft Azure,solutions-architect
23840,Referenceable Experience,Solutions Design,solutions-architect
23841,Referenceable Experience,Enterprise Architecture,solutions-architect
23842,Referenceable Experience,AWS,solutions-architect
23843,Referenceable Experience,Computer Science,solutions-architect
23844,Referenceable Experience,Architectural Design,solutions-architect
23845,Verifiable Attainments,Togaf Certificate,solutions-architect
23846,Referenceable Experience,Microsoft Dynamics 365,solutions-architect
23847,Referenceable Experience,Information Technology,solutions-architect
23848,Referenceable Experience,Software as A Service,solutions-architect
23849,Referenceable Experience,Microsoft Products,solutions-architect
23850,Referenceable Experience,DevOps,solutions-architect
23851,Referenceable Experience,Microsoft Office 365,solutions-architect
23852,Observable Attributes,Communication Skills,solutions-architect
23853,Referenceable Experience,SAP Software,solutions-architect
23854,Observable Attributes,Problem Solving,solutions-architect
23855,Observable Attributes,Written Communication,solutions-architect
23856,Referenceable Experience,Microsoft Azure,cloud-architect
23857,Referenceable Experience,AWS,cloud-architect
23858,Referenceable Experience,Cloud Solutions,cloud-architect
23859,Referenceable Experience,Hybrid Cloud,cloud-architect
23860,Referenceable Experience,Terraform Configuration Management,cloud-architect
23861,Referenceable Experience,Cloud Architecture,cloud-architect
23862,Referenceable Experience,Google Cloud,cloud-architect
23863,Referenceable Experience,Paas,cloud-architect
23864,Referenceable Experience,Migrations,cloud-architect
23865,Referenceable Experience,Infrastructure as A Service,cloud-architect
23866,Referenceable Experience,Continuous Process Improvement,cloud-architect
23867,Referenceable Experience,DevOps,cloud-architect
23868,Referenceable Experience,Ansible Configuration Management,cloud-architect
23869,Referenceable Experience,Jenkins Software,cloud-architect
23870,Referenceable Experience,Cloud Migration,cloud-architect
23871,Referenceable Experience,Knowledge Sharing,cloud-architect
23872,Referenceable Experience,Cloud Computing,cloud-architect
23873,Referenceable Experience,Github,cloud-architect
23874,Referenceable Experience,Solutions Architecture,cloud-architect
23875,Referenceable Experience,Cloud Infrastructure,cloud-architect
23876,Referenceable Experience,Applications Support,applications-support-analyst
23877,Referenceable Experience,SQL Query Language,applications-support-analyst
23878,Referenceable Experience,Microsoft SQL Server,applications-support-analyst
23879,Referenceable Experience,ITIL Framework,applications-support-analyst
23880,Referenceable Experience,Microsoft Windows,applications-support-analyst
23881,Referenceable Experience,ERP,applications-support-analyst
23882,Referenceable Experience,Incident Management,applications-support-analyst
23883,Referenceable Experience,Information Technology,applications-support-analyst
23884,Referenceable Experience,Information Technology Service Management,applications-support-analyst
23885,Referenceable Experience,Salesforce,applications-support-analyst
23886,Referenceable Experience,Information Technology Systems,applications-support-analyst
23887,Observable Attributes,Problem Solving,applications-support-analyst
23888,Referenceable Experience,Application Software,applications-support-analyst
23889,Referenceable Experience,Linux,applications-support-analyst
23890,Referenceable Experience,Computer Science,applications-support-analyst
23891,Referenceable Experience,Atlassian Jira,applications-support-analyst
23892,Referenceable Experience,Microsoft Office 365,applications-support-analyst
23893,Referenceable Experience,Microsoft Azure,applications-support-analyst
23894,Referenceable Experience,ServiceNow,applications-support-analyst
23895,Referenceable Experience,Troubleshooting,applications-support-analyst
23896,Referenceable Experience,Penetration Testing,penetration-tester
23897,Verifiable Attainments,OffSec Certified Professional Certificate,penetration-tester
23898,Referenceable Experience,Web Applications,penetration-tester
23899,Referenceable Experience,Cybersecurity,penetration-tester
23900,Referenceable Experience,Python Programming,penetration-tester
23901,Referenceable Experience,Mobile App,penetration-tester
23902,Referenceable Experience,Burp Suite,penetration-tester
23903,Referenceable Experience,PCI-DSS,penetration-tester
23904,Referenceable Experience,Cryptography,penetration-tester
23905,Referenceable Experience,Information Security,penetration-tester
23906,Referenceable Experience,Security Assessment,penetration-tester
23907,Referenceable Experience,Reverse Engineering,penetration-tester
23908,Referenceable Experience,Powershell Programming,penetration-tester
23909,Referenceable Experience,Security Testing,penetration-tester
23910,Referenceable Experience,Scripting,penetration-tester
23911,Referenceable Experience,Embedded Systems,penetration-tester
23912,Referenceable Experience,Radio Communications,penetration-tester
23913,Verifiable Attainments,Cissp Certificate,penetration-tester
23914,Referenceable Experience,Programming Languages,penetration-tester
23915,Referenceable Experience,Vulnerability Assessment,penetration-tester
23916,Referenceable Experience,Technical Support,helpdesk-officer
23917,Referenceable Experience,Team Communications,helpdesk-officer
23918,Referenceable Experience,Microsoft Windows,helpdesk-officer
23919,Referenceable Experience,Microsoft Office 365,helpdesk-officer
23920,Referenceable Experience,Microsoft Products,helpdesk-officer
23921,Referenceable Experience,IT Technical Support,helpdesk-officer
23922,Referenceable Experience,ITIL Framework,helpdesk-officer
23923,Referenceable Experience,Troubleshooting,helpdesk-officer
23924,Referenceable Experience,Desktop Support,helpdesk-officer
23925,Referenceable Experience,Apple Mac OS,helpdesk-officer
23926,Referenceable Experience,Customer Service,helpdesk-officer
23927,Referenceable Experience,Microsoft Azure,helpdesk-officer
23928,Observable Attributes,Communication Skills,helpdesk-officer
23929,Referenceable Experience,Microsoft Active Directory,helpdesk-officer
23930,Referenceable Experience,Computer Science,helpdesk-officer
23931,Referenceable Experience,Information Technology,helpdesk-officer
23932,Observable Attributes,Phone Etiquette,helpdesk-officer
23933,Observable Attributes,Autonomy,helpdesk-officer
23934,Observable Attributes,Prioritisation,helpdesk-officer
23935,Observable Attributes,Multitasking,helpdesk-officer
23936,Referenceable Experience,Cybersecurity,cyber-security-analyst
23937,Referenceable Experience,Security Information & Event Management,cyber-security-analyst
23938,Referenceable Experience,Incident Response,cyber-security-analyst
23939,Referenceable Experience,Vulnerability Management,cyber-security-analyst
23940,Verifiable Attainments,Cissp Certificate,cyber-security-analyst
23941,Referenceable Experience,Security Operations Centres,cyber-security-analyst
23942,Referenceable Experience,Splunk,cyber-security-analyst
23943,Referenceable Experience,ISO 27001,cyber-security-analyst
23944,Referenceable Experience,Information Security,cyber-security-analyst
23945,Referenceable Experience,Firewalls,cyber-security-analyst
23946,Referenceable Experience,Security Operations,cyber-security-analyst
23947,Referenceable Experience,Threat Intelligence,cyber-security-analyst
23948,Referenceable Experience,Microsoft Azure,cyber-security-analyst
23949,Referenceable Experience,Microsoft Office 365,cyber-security-analyst
23950,Referenceable Experience,Microsoft Products,cyber-security-analyst
23951,Referenceable Experience,Information Technology,cyber-security-analyst
23952,Referenceable Experience,AWS,cyber-security-analyst
23953,Verifiable Attainments,CISM Certification,cyber-security-analyst
23954,Referenceable Experience,Incident Management,cyber-security-analyst
23955,Referenceable Experience,Computer Science,cyber-security-analyst
23956,Referenceable Experience,Information Technology,information-technology-manager
23957,Referenceable Experience,Information Technology Management,information-technology-manager
23958,Referenceable Experience,Cybersecurity,information-technology-manager
23959,Referenceable Experience,Computer Science,information-technology-manager
23960,Referenceable Experience,Information Technology Systems,information-technology-manager
23961,Referenceable Experience,Microsoft Office 365,information-technology-manager
23962,Referenceable Experience,Information Technology Infrastructure,information-technology-manager
23963,Referenceable Experience,ITIL Framework,information-technology-manager
23964,Referenceable Experience,Information Technology Projects,information-technology-manager
23965,Referenceable Experience,ERP,information-technology-manager
23966,Referenceable Experience,Microsoft Azure,information-technology-manager
23967,Referenceable Experience,Vendor Management,information-technology-manager
23968,Referenceable Experience,Microsoft Windows,information-technology-manager
23969,Referenceable Experience,Microsoft Products,information-technology-manager
23970,Observable Attributes,Problem Solving,information-technology-manager
23971,Referenceable Experience,Team Leadership,information-technology-manager
23972,Observable Attributes,Communication Skills,information-technology-manager
23973,Referenceable Experience,Leadership,information-technology-manager
23974,Referenceable Experience,Project Management,information-technology-manager
23975,Observable Attributes,Ability to Work At A Fast Pace,information-technology-manager
23976,Referenceable Experience,Data Warehousing,datawarehouse-developer
23977,Referenceable Experience,Azure Data Factory,datawarehouse-developer
23978,Referenceable Experience,Data Modelling,datawarehouse-developer
23979,Referenceable Experience,Microsoft SQL Server Integration Services,datawarehouse-developer
23980,Referenceable Experience,Dimensional Modelling,datawarehouse-developer
23981,Referenceable Experience,Microsoft SQL Server Analysis Services,datawarehouse-developer
23982,Referenceable Experience,Microsoft Power Business Intelligence,datawarehouse-developer
23983,Referenceable Experience,Microsoft Azure,datawarehouse-developer
23984,Referenceable Experience,Microsoft PowerApps,datawarehouse-developer
23985,Referenceable Experience,SQL Query Language,datawarehouse-developer
23986,Referenceable Experience,Warehouse Management,datawarehouse-developer
23987,Referenceable Experience,Microsoft SQL Server Reporting Services,datawarehouse-developer
23988,Referenceable Experience,Data Analysis Expressions,datawarehouse-developer
23989,Referenceable Experience,Pipelines,datawarehouse-developer
23990,Referenceable Experience,Data Integration,datawarehouse-developer
23991,Referenceable Experience,Computer Science,datawarehouse-developer
23992,Referenceable Experience,Apache,datawarehouse-developer
23993,Referenceable Experience,Web Based Technologies,datawarehouse-developer
23994,Referenceable Experience,PHP Programming,datawarehouse-developer
23995,Referenceable Experience,Python Programming,datawarehouse-developer
23996,Referenceable Experience,Microsoft SQL Server,analyst-programmer
23997,Referenceable Experience,T-SQL,analyst-programmer
23998,Referenceable Experience,SQL Query Language,analyst-programmer
23999,Referenceable Experience,Microsoft Azure,analyst-programmer
24000,Referenceable Experience,JavaScript Programming,analyst-programmer
24001,Referenceable Experience,Microsoft Power Platform,analyst-programmer
24002,Referenceable Experience,Stored Procedures,analyst-programmer
24003,Referenceable Experience,AWS,analyst-programmer
24004,Referenceable Experience,Computer Science,analyst-programmer
24005,Referenceable Experience,Microsoft Power Business Intelligence,analyst-programmer
24006,Referenceable Experience,DevOps,analyst-programmer
24007,Referenceable Experience,Debugging,analyst-programmer
24008,Referenceable Experience,Microsoft Dynamics 365,analyst-programmer
24009,Referenceable Experience,Microsoft Products,analyst-programmer
24010,Referenceable Experience,C# Programming,analyst-programmer
24011,Referenceable Experience,Information Technology,analyst-programmer
24012,Referenceable Experience,Python Programming,analyst-programmer
24013,Referenceable Experience,Crew Management,analyst-programmer
24014,Referenceable Experience,Java Programming,analyst-programmer
24015,Referenceable Experience,Rest API,analyst-programmer
24016,Referenceable Experience,Microsoft Azure,integration-developer
24017,Referenceable Experience,Xml,integration-developer
24018,Referenceable Experience,Mulesoft,integration-developer
24019,Referenceable Experience,C# Programming,integration-developer
24020,Referenceable Experience,JSON,integration-developer
24021,Referenceable Experience,Integration Services,integration-developer
24022,Referenceable Experience,API Management,integration-developer
24023,Observable Attributes,Logical Thinking,integration-developer
24024,Referenceable Experience,Java Programming,integration-developer
24025,Referenceable Experience,CI/CD,integration-developer
24026,Referenceable Experience,Microsoft Azure Service Bus,integration-developer
24027,Referenceable Experience,Microsoft Azure DevOps,integration-developer
24028,Referenceable Experience,DevOps,integration-developer
24029,Referenceable Experience,Web Services,integration-developer
24030,Referenceable Experience,Rest API,integration-developer
24031,Referenceable Experience,Service-Oriented Architecture,integration-developer
24032,Referenceable Experience,SQL Query Language,integration-developer
24033,Referenceable Experience,Microsoft .Net Framework,integration-developer
24034,Referenceable Experience,Microsoft SQL Server,integration-developer
24035,Referenceable Experience,Agile Methodologies,integration-developer
24036,Referenceable Experience,Angular,angular-software-developer
24037,Referenceable Experience,Typescript Programming,angular-software-developer
24038,Referenceable Experience,JavaScript Programming,angular-software-developer
24039,Referenceable Experience,UX,angular-software-developer
24040,Referenceable Experience,Web Applications,angular-software-developer
24041,Referenceable Experience,Front End Development,angular-software-developer
24042,Referenceable Experience,CSS,angular-software-developer
24043,Referenceable Experience,Rest API,angular-software-developer
24044,Referenceable Experience,Simpro,angular-software-developer
24045,Referenceable Experience,Git Version Control System,angular-software-developer
24046,Referenceable Experience,HTML,angular-software-developer
24047,Referenceable Experience,Agile Methodologies,angular-software-developer
24048,Referenceable Experience,Jakarta Enterprise Beans,angular-software-developer
24049,Referenceable Experience,SERVLETS Java Programming Language,angular-software-developer
24050,Referenceable Experience,Jsp,angular-software-developer
24051,Referenceable Experience,Mobile App,angular-software-developer
24052,Referenceable Experience,SQL Query Language,angular-software-developer
24053,Referenceable Experience,Webpack,angular-software-developer
24054,Referenceable Experience,Agile Development,angular-software-developer
24055,Referenceable Experience,Sass,angular-software-developer
24056,Referenceable Experience,PHP Programming,drupal-developer
24057,Referenceable Experience,JavaScript Programming,drupal-developer
24058,Referenceable Experience,CSS,drupal-developer
24059,Referenceable Experience,HTML,drupal-developer
24060,Referenceable Experience,Sass,drupal-developer
24061,Referenceable Experience,Responsive Design,drupal-developer
24062,Referenceable Experience,MySQL,drupal-developer
24063,Referenceable Experience,Version Control,drupal-developer
24064,Referenceable Experience,jQuery,drupal-developer
24065,Referenceable Experience,AWS,drupal-developer
24066,Referenceable Experience,Git Version Control System,drupal-developer
24067,Referenceable Experience,Migrations,drupal-developer
24068,Referenceable Experience,Web Based Technologies,drupal-developer
24069,Referenceable Experience,Web Design,drupal-developer
24070,Referenceable Experience,Configuration Management,drupal-developer
24071,Referenceable Experience,Github,drupal-developer
24072,Referenceable Experience,Customer Resolution,drupal-developer
24073,Referenceable Experience,Gitlab,drupal-developer
24074,Referenceable Experience,React.JS,drupal-developer
24075,Referenceable Experience,Design Thinking,drupal-developer
24076,Referenceable Experience,Service Desk,service-desk-manager
24077,Referenceable Experience,ITIL Framework,service-desk-manager
24078,Referenceable Experience,Microsoft Office 365,service-desk-manager
24079,Referenceable Experience,Microsoft Windows Server,service-desk-manager
24080,Referenceable Experience,Remote Desktop,service-desk-manager
24081,Referenceable Experience,Service Desk Management,service-desk-manager
24082,Referenceable Experience,Active Directory Federation Services,service-desk-manager
24083,Referenceable Experience,Information Technology Service Management,service-desk-manager
24084,Referenceable Experience,Information Technology,service-desk-manager
24085,Referenceable Experience,Microsoft Intune,service-desk-manager
24086,Verifiable Attainments,ITIL Certificate,service-desk-manager
24087,Referenceable Experience,Incident Management,service-desk-manager
24088,Referenceable Experience,Microsoft Azure Active Directory,service-desk-manager
24089,Referenceable Experience,Mentoring,service-desk-manager
24090,Referenceable Experience,Team Leadership,service-desk-manager
24091,Referenceable Experience,Leadership,service-desk-manager
24092,Referenceable Experience,Information Technology Systems,service-desk-manager
24093,Referenceable Experience,Microsoft Products,service-desk-manager
24094,Observable Attributes,Motivating Others,service-desk-manager
24095,Referenceable Experience,Microsoft Technology Stack,service-desk-manager
24096,Referenceable Experience,Business Systems,business-systems-analyst
24097,Referenceable Experience,Business Analysis,business-systems-analyst
24098,Referenceable Experience,ERP,business-systems-analyst
24099,Referenceable Experience,SQL Query Language,business-systems-analyst
24100,Referenceable Experience,Information Technology,business-systems-analyst
24101,Referenceable Experience,Requirement Gathering,business-systems-analyst
24102,Referenceable Experience,Business Process Modelling,business-systems-analyst
24103,Referenceable Experience,Computer Science,business-systems-analyst
24104,Referenceable Experience,Information Systems,business-systems-analyst
24105,Referenceable Experience,ERP Software,business-systems-analyst
24106,Observable Attributes,Problem Solving,business-systems-analyst
24107,Referenceable Experience,Microsoft Power Business Intelligence,business-systems-analyst
24108,Referenceable Experience,Solutions Design,business-systems-analyst
24109,Referenceable Experience,Business Requirements,business-systems-analyst
24110,Referenceable Experience,Software Development Lifecycle,business-systems-analyst
24111,Observable Attributes,Collaboration,business-systems-analyst
24112,Observable Attributes,Communication Skills,business-systems-analyst
24113,Observable Attributes,Technical Aptitude,business-systems-analyst
24114,Observable Attributes,Prioritisation,business-systems-analyst
24115,Observable Attributes,Time Management,business-systems-analyst
24116,Verifiable Attainments,CCNP Certificate,network-consultant
24117,Referenceable Experience,Cisco Technologies,network-consultant
24118,Referenceable Experience,Network Architecture,network-consultant
24119,Referenceable Experience,Network Engineering,network-consultant
24120,Verifiable Attainments,CCIE Certificate,network-consultant
24121,Referenceable Experience,Switching,network-consultant
24122,Verifiable Attainments,CompTIA Security+ Certificate,network-consultant
24123,Verifiable Attainments,CCNA Certificate,network-consultant
24124,Referenceable Experience,Firewalls,network-consultant
24125,Referenceable Experience,Cybersecurity,network-consultant
24126,Referenceable Experience,Network Technology,network-consultant
24127,Referenceable Experience,Data Centres,network-consultant
24128,Referenceable Experience,Palo Alto Software,network-consultant
24129,Referenceable Experience,Perl,network-consultant
24130,Referenceable Experience,VMware,network-consultant
24131,Referenceable Experience,Routing,network-consultant
24132,Referenceable Experience,Network Systems,network-consultant
24133,Verifiable Attainments,Microsoft Gold Partner Certificate,network-consultant
24134,Verifiable Attainments,CISM Certification,network-consultant
24135,Referenceable Experience,Virtualisation Technologies,network-consultant
24136,Referenceable Experience,Microsoft Azure,infrastructure-architect
24137,Referenceable Experience,Infrastructure Architecture,infrastructure-architect
24138,Referenceable Experience,Microsoft Office 365,infrastructure-architect
24139,Referenceable Experience,VMware,infrastructure-architect
24140,Referenceable Experience,Computing,infrastructure-architect
24141,Referenceable Experience,AWS,infrastructure-architect
24142,Referenceable Experience,Information Technology Infrastructure,infrastructure-architect
24143,Referenceable Experience,Technical Architecture,infrastructure-architect
24144,Referenceable Experience,Hybrid Cloud,infrastructure-architect
24145,Referenceable Experience,Paas,infrastructure-architect
24146,Referenceable Experience,Microsoft Products,infrastructure-architect
24147,Referenceable Experience,Network Architecture,infrastructure-architect
24148,Referenceable Experience,Enterprise Business,infrastructure-architect
24149,Referenceable Experience,Microsoft Intune,infrastructure-architect
24150,Referenceable Experience,Information Security,infrastructure-architect
24151,Referenceable Experience,Solutions Architecture,infrastructure-architect
24152,Referenceable Experience,DevOps,infrastructure-architect
24153,Referenceable Experience,Cisco Technologies,infrastructure-architect
24154,Referenceable Experience,Enterprise Architecture,infrastructure-architect
24155,Referenceable Experience,Microsoft Windows Server,infrastructure-architect
24156,Referenceable Experience,Business Analysis,digital-business-analyst
24157,Referenceable Experience,User Stories,digital-business-analyst
24158,Referenceable Experience,Digital Business,digital-business-analyst
24159,Referenceable Experience,Agile Methodologies,digital-business-analyst
24160,Referenceable Experience,Scrum Methodology,digital-business-analyst
24161,Referenceable Experience,Atlassian Jira,digital-business-analyst
24162,Referenceable Experience,Atlassian Confluence,digital-business-analyst
24163,Referenceable Experience,Requirement Gathering,digital-business-analyst
24164,Referenceable Experience,Digital Projects,digital-business-analyst
24165,Referenceable Experience,Business Requirements,digital-business-analyst
24166,Referenceable Experience,Process Mapping,digital-business-analyst
24167,Referenceable Experience,Documentation,digital-business-analyst
24168,Referenceable Experience,Digital Technologies,digital-business-analyst
24169,Referenceable Experience,UX,digital-business-analyst
24170,Observable Attributes,Problem Solving,digital-business-analyst
24171,Referenceable Experience,Computer Science,digital-business-analyst
24172,Referenceable Experience,eCommerce,digital-business-analyst
24173,Observable Attributes,Commercial Acumen,digital-business-analyst
24174,Observable Attributes,Technical Aptitude,digital-business-analyst
24175,Referenceable Experience,Information Technology,digital-business-analyst
24176,Referenceable Experience,Security Testing,security-consultant
24177,Verifiable Attainments,OffSec Certified Professional Certificate,security-consultant
24178,Referenceable Experience,Manual Testing,security-consultant
24179,Referenceable Experience,Cybersecurity,security-consultant
24180,Referenceable Experience,ISO 27001,security-consultant
24181,Referenceable Experience,Web Applications,security-consultant
24182,Referenceable Experience,Network Security,security-consultant
24183,Referenceable Experience,Linux,security-consultant
24184,Referenceable Experience,AWS,security-consultant
24185,Referenceable Experience,Kubernetes,security-consultant
24186,Referenceable Experience,C++ Programming,security-consultant
24187,Referenceable Experience,Microsoft Azure,security-consultant
24188,Verifiable Attainments,Cissp Certificate,security-consultant
24189,Referenceable Experience,Java Programming,security-consultant
24190,Referenceable Experience,Microsoft Windows,security-consultant
24191,Referenceable Experience,Programming Languages,security-consultant
24192,Verifiable Attainments,CISM Certification,security-consultant
24193,Referenceable Experience,Microsoft Active Directory,security-consultant
24194,Referenceable Experience,JavaScript Programming,security-consultant
24195,Referenceable Experience,Penetration Testing,security-consultant
24196,Referenceable Experience,Town Planning,development-team-leader
24197,Referenceable Experience,Development Assessment,development-team-leader
24198,Referenceable Experience,Urban and Regional Planning,development-team-leader
24199,Referenceable Experience,Environmental Planning,development-team-leader
24200,Referenceable Experience,Leadership,development-team-leader
24201,Observable Attributes,Written Communication,development-team-leader
24202,Referenceable Experience,Team Leadership,development-team-leader
24203,Observable Attributes,Team Work,development-team-leader
24204,Observable Attributes,Communication Skills,development-team-leader
24205,Referenceable Experience,Microsoft Office,development-team-leader
24206,Observable Attributes,Time Management,development-team-leader
24207,Observable Attributes,Problem Solving,development-team-leader
24208,Referenceable Experience,Customer Service,development-team-leader
24209,Observable Attributes,Organised,development-team-leader
24210,Referenceable Experience,Service Management,problem-manager
24211,Referenceable Experience,Emerging Technologies,problem-manager
24212,Referenceable Experience,Managed Services,problem-manager
24213,Referenceable Experience,ITIL Framework,problem-manager
24214,Observable Attributes,Problem Solving,problem-manager
24215,Referenceable Experience,Continuous Improvement,problem-manager
24216,Observable Attributes,Self Motivation,problem-manager
24217,Referenceable Experience,ServiceNow,problem-manager
24218,Verifiable Attainments,ITIL Foundation Certificate,problem-manager
24219,Referenceable Experience,Minitab,problem-manager
24220,Observable Attributes,Team Work,problem-manager
24221,Referenceable Experience,SAP Business Objects,problem-manager
24222,Referenceable Experience,Information Technology Service Delivery,problem-manager
24223,Referenceable Experience,Social Justice,problem-manager
24224,Referenceable Experience,Commercial Contracting,problem-manager
24225,Referenceable Experience,Configuration Management,problem-manager
24226,Referenceable Experience,Conflict Resolution,problem-manager
24227,Observable Attributes,Time Management,problem-manager
24228,Referenceable Experience,Team Building,problem-manager
24229,Referenceable Experience,Service Desk,problem-manager
24230,Referenceable Experience,Infrastructure Project Management,infrastructure-project-manager
24231,Referenceable Experience,Information Technology Infrastructure,infrastructure-project-manager
24232,Verifiable Attainments,Pmp Certificate,infrastructure-project-manager
24233,Referenceable Experience,Microsoft Project,infrastructure-project-manager
24234,Referenceable Experience,Project Management Body of Knowledge,infrastructure-project-manager
24235,Referenceable Experience,Civil Engineering,infrastructure-project-manager
24236,Referenceable Experience,Data Centres,infrastructure-project-manager
24237,Referenceable Experience,Project Management Software,infrastructure-project-manager
24238,Referenceable Experience,Migrations,infrastructure-project-manager
24239,Referenceable Experience,Contract Administration,infrastructure-project-manager
24240,Observable Attributes,Prioritisation,infrastructure-project-manager
24241,Referenceable Experience,ITIL Framework,infrastructure-project-manager
24242,Observable Attributes,Communication Skills,infrastructure-project-manager
24243,Referenceable Experience,Microsoft Azure,infrastructure-project-manager
24244,Referenceable Experience,Information Technology,infrastructure-project-manager
24245,Observable Attributes,Commercial Acumen,infrastructure-project-manager
24246,Observable Attributes,Punctual,infrastructure-project-manager
24247,Referenceable Experience,Customer Service,infrastructure-project-manager
24248,Observable Attributes,Problem Solving,infrastructure-project-manager
24249,Observable Attributes,Time Management,infrastructure-project-manager
24250,Referenceable Experience,SQL Query Language,systems-analyst
24251,Referenceable Experience,Information Technology,systems-analyst
24252,Referenceable Experience,Systems Analysis,systems-analyst
24253,Referenceable Experience,Microsoft Power Business Intelligence,systems-analyst
24254,Referenceable Experience,Business Requirements,systems-analyst
24255,Referenceable Experience,Information Systems,systems-analyst
24256,Referenceable Experience,Computer Science,systems-analyst
24257,Referenceable Experience,ERP,systems-analyst
24258,Referenceable Experience,Microsoft Azure,systems-analyst
24259,Referenceable Experience,Troubleshooting,systems-analyst
24260,Referenceable Experience,Analysis,systems-analyst
24261,Observable Attributes,Problem Solving,systems-analyst
24262,Observable Attributes,Communication Skills,systems-analyst
24263,Referenceable Experience,SAP Software,systems-analyst
24264,Referenceable Experience,Microsoft Excel,systems-analyst
24265,Observable Attributes,Technical Aptitude,systems-analyst
24266,Observable Attributes,Written Communication,systems-analyst
24267,Observable Attributes,Thoroughness,systems-analyst
24268,Observable Attributes,Organised,systems-analyst
24269,Observable Attributes,Time Management,systems-analyst
24270,Referenceable Experience,Microsoft SQL Server,database-administrator
24271,Referenceable Experience,SQL Query Language,database-administrator
24272,Referenceable Experience,Database Administration,database-administrator
24273,Referenceable Experience,Oracle,database-administrator
24274,Referenceable Experience,Microsoft Azure,database-administrator
24275,Referenceable Experience,Performance Tuning,database-administrator
24276,Referenceable Experience,Database Management,database-administrator
24277,Referenceable Experience,Postgresql,database-administrator
24278,Referenceable Experience,T-SQL,database-administrator
24279,Referenceable Experience,Database Systems,database-administrator
24280,Referenceable Experience,Information Technology,database-administrator
24281,Referenceable Experience,AWS,database-administrator
24282,Referenceable Experience,Microsoft Windows,database-administrator
24283,Referenceable Experience,Troubleshooting,database-administrator
24284,Referenceable Experience,MySQL,database-administrator
24285,Referenceable Experience,Disaster Recovery,database-administrator
24286,Referenceable Experience,Scripting,database-administrator
24287,Referenceable Experience,Linux,database-administrator
24288,Referenceable Experience,Microsoft Power Business Intelligence,database-administrator
24289,Referenceable Experience,Computer Science,database-administrator
24290,Referenceable Experience,Technology Leadership,chief-technology-officer
24291,Referenceable Experience,Software Development Methodologies,chief-technology-officer
24292,Referenceable Experience,ColdFusion,chief-technology-officer
24293,Referenceable Experience,Computer Science,chief-technology-officer
24294,Referenceable Experience,Systems Architecture,chief-technology-officer
24295,Referenceable Experience,Cybersecurity,chief-technology-officer
24296,Referenceable Experience,Flutter,chief-technology-officer
24297,Referenceable Experience,Vulnerability Assessment,chief-technology-officer
24298,Referenceable Experience,Business to Consumer,chief-technology-officer
24299,Referenceable Experience,Microsoft Windows,chief-technology-officer
24300,Referenceable Experience,Vendor Management,chief-technology-officer
24301,Referenceable Experience,Financial Technology,chief-technology-officer
24302,Referenceable Experience,Cloud Computing,chief-technology-officer
24303,Referenceable Experience,Mitigation,chief-technology-officer
24304,Referenceable Experience,Microsoft Azure,chief-technology-officer
24305,Referenceable Experience,Typescript Programming,chief-technology-officer
24306,Referenceable Experience,Microservices,chief-technology-officer
24307,Referenceable Experience,Software as A Service,chief-technology-officer
24308,Referenceable Experience,Budget Management,chief-technology-officer
24309,Referenceable Experience,Information Technology,chief-technology-officer
24310,Referenceable Experience,Cisco Technologies,network-administrator
24311,Referenceable Experience,Network Administration,network-administrator
24312,Referenceable Experience,Network Monitoring,network-administrator
24313,Referenceable Experience,Firewalls,network-administrator
24314,Referenceable Experience,Switching,network-administrator
24315,Verifiable Attainments,CCNP Certificate,network-administrator
24316,Verifiable Attainments,CCNA Certificate,network-administrator
24317,Referenceable Experience,Fortinet Products,network-administrator
24318,Referenceable Experience,Routing,network-administrator
24319,Referenceable Experience,Cisco Routing,network-administrator
24320,Referenceable Experience,Microsoft Hyper V,network-administrator
24321,Referenceable Experience,Wireless,network-administrator
24322,Referenceable Experience,ITIL Framework,network-administrator
24323,Referenceable Experience,Virtualisation Technologies,network-administrator
24324,Referenceable Experience,Network Security,network-administrator
24325,Referenceable Experience,VMware,network-administrator
24326,Referenceable Experience,Microsoft Azure,network-administrator
24327,Referenceable Experience,Microsoft Active Directory,network-administrator
24328,Referenceable Experience,Cisco Network,network-administrator
24329,Referenceable Experience,Wide Area Network,network-administrator
24330,Referenceable Experience,AWS,backend-developer
24331,Referenceable Experience,C# Programming,backend-developer
24332,Referenceable Experience,SQL Query Language,backend-developer
24333,Referenceable Experience,Microservices,backend-developer
24334,Referenceable Experience,Entity Framework,backend-developer
24335,Referenceable Experience,CI/CD,backend-developer
24336,Referenceable Experience,Kubernetes,backend-developer
24337,Referenceable Experience,Postgresql,backend-developer
24338,Referenceable Experience,JavaScript Programming,backend-developer
24339,Referenceable Experience,Microsoft Azure,backend-developer
